review,Eng,vader_score,vader_compound,textblob_score
機制會保留投資回報較好年份之部份回報，以增加投資回報較低年份之紅利率。,The mechanism will retain part of the returns in the years with better investment returns to increase the dividend rate in the years with lower investment returns.,"{'neg': 0.07, 'neu': 0.764, 'pos': 0.166, 'compound': 0.4588}",0.4588,0.5
而保記的紅利結構除了定期紅利是複式機制之外(美式為單息),"The dividend structure of Baoji, in addition to the regular dividend is a double mechanism (the American type is simple interest)","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4588}",0.4588,0.0
其還有定期紅利與終期紅利,It also has regular dividends and terminal dividends,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
而定期紅利,And regular bonus,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.5423}",0.5423,0.0
1. 定期紅利或會被稱為歸原紅利、現金紅利或定期紅利，視乎計劃的類型而定。,"1. The regular bonus may be called a return bonus, cash bonus or regular bonus, depending on the type of plan.","{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9325}",0.9325,0.0
2. 於保單退保時，我們會支付定期紅利的非保證現金價值，而非定期紅利的面值。,"2. When the policy is surrendered, we will pay the non-guaranteed cash value of the regular dividend instead of the face value of the regular dividend.","{'neg': 0.048, 'neu': 0.788, 'pos': 0.164, 'compound': 0.5267}",0.5267,0.0
3. 終期紅利或會被稱為特別紅利或增長紅利，視乎計劃的類型而定。,"3. Terminal bonuses may be called special bonuses or growth bonuses, depending on the type of plan.","{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.9442}",0.9442,0.35714285714285715
再因其歸原紅利以前瞻性方法來釐定，目的是為保單持有人在保單期內提供一個相對穩定的回報。,"It is determined by the prospective method of its return to original dividend, the purpose is to provide policyholders with a relatively stable return during the policy period.","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.7096}",0.7096,0.1875
現金紅利則採取往後看的方法，並參照過往的投資表現。換句話說，現金紅利較依賴過往基金的表現來釐定。,"The cash dividend takes the method of looking back, and refers to the past investment performance. In other words, cash dividends are determined more by the performance of past funds.","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.34}",0.34,-0.025
個 Academy 即係培訓部門，負責統籌代理唧基本教學同埋CPD課程，有全職員工，同埋幾十個本身係代理嘅星級導師，一般係教基本嘢。,"This Academy is the training department, responsible for coordinating the agent's basic teaching and CPD courses. There are full-time employees, and dozens of star-rated instructors who are agents themselves. They generally teach basic education.","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3182}",0.3182,0.0625
投資有風險，價值可升可跌，阿彌陀佛。,"Investment is risky, value can go up and down, Amitabha.","{'neg': 0.148, 'neu': 0.656, 'pos': 0.197, 'compound': 0.1531}",0.1531,-0.1555555555555556
"精準,簡潔....",Accurate and concise...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2500000000000001
唔怪得啦.....,No wonder...,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,0.0
早幾年好景時,Good times a few years ago,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,0.25
"開長單，供到6,7 年就可以睇位走","Open a long order, and it will be available in 6 or 7 years","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.11666666666666667
新既單就無了,The new one is gone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13636363636363635
一直都無一個可以清楚顯示保記紅利結構既文章.,There has never been an article that clearly shows the retention bonus structure.,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7351}",0.7351,0.10000000000000002
"麻煩蛙兄,鈔兄,同升鬥士確認一下","Trouble Brother Frog, Brother Bill, check with the fighter","{'neg': 0.239, 'neu': 0.619, 'pos': 0.142, 'compound': -0.2732}",-0.2732,-0.2
36樓的理解.有沒有錯或需要補充?,36th floor understanding. Is there anything wrong or need to add?,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",-0.4767,-0.5
你講佐好多嘢，好難俾意見,"You talk so much, it’s hard to get opinions","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.1689}",-0.1689,-0.2916666666666667
最近發覺保誠更美好計劃回報只有預期一半 點算,Recently I found that Prudential’s better plan returns only half of the expected,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.04666666666666668
可以影張單來看看嗎？,Can you take a look at it?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
點知點算呀?,Do you know?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
你選擇佢既時候應該知道會有機會有變架.,"When you choose Qu, you should know that there will be a chance to change.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.25}",0.25,0.0
當初你買離做咩?,What did you buy and do?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
可以點算..,You can count...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
唔係斬立決，長痛不如短痛,"It’s not decisive, long pain is worse than short pain","{'neg': 0.481, 'neu': 0.358, 'pos': 0.161, 'compound': -0.6558}",-0.6558,-0.15
"就係咬緊牙關供到期滿""當""買個保障囉~~",It’s about clenching your teeth and buying a guarantee when it expires~~,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",0.25,0.0
保證回報都會增張架，,"Guaranteed returns will increase the shelf,","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,0.0
"即使非保證派得一半都係叫做增長,","Even if the non-guaranteed half is called growth,","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}",0.3818,-0.16666666666666666
總有一日會上返岸只係暫時天氣不似預期啫.,"One day, the return to the shore will only be temporary weather is not as expected.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05
UM...保記既紅利結構係特別.,UM...Bao Kee has a special bonus structure.,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,0.35714285714285715
不過傳統人壽離講呢....,But what about traditional life...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
真係幾需要冒險...,Really need to take risks...,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.2
似乎身同感受,Seems to feel the same,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
希望啦 養老算,"Hope, pension plan","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0.0
師兄講詳細d分享下,Brother tells in detail d share,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",0.29600000000000004,0.0
我都係受害者,I am a victim,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,-0.07500000000000001
"英式紅利玩復式,潛在回報高.但派唔足,就無意義...","The English bonus plays multiple, and the potential return is high. But if you don’t pay enough, it makes no sense...","{'neg': 0.175, 'neu': 0.676, 'pos': 0.149, 'compound': -0.1655}",-0.1655,0.032
過去有冇試過跑贏大巿,"In the past, there have been no attempts to outperform the market","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,-0.25
應該無 年增長是騙局,There should be no annual growth is a scam,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.7955}",-0.7955,0.0
咁你又唔好咁講，做唔到嗰預期啫，唔係騙局，佢又無話唔賠償。,"Well, you don’t want to talk about it anymore. It’s not as good as expected. It’s not a scam. It’s nothing to pay.","{'neg': 0.086, 'neu': 0.641, 'pos': 0.274, 'compound': 0.5086}",0.5086,0.3
最近發覺保誠更美好計劃回報只有預期一半 點算,Recently I found that Prudential’s better plan returns only half of the expected,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.04666666666666668
可以影張單來看看嗎？,Can you take a look at it?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
點知點算呀?,Do you know?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
你選擇佢既時候應該知道會有機會有變架.,"When you choose Qu, you should know that there will be a chance to change.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.25}",0.25,0.0
當初你買離做咩?,What did you buy and do?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
可以點算..,You can count...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
唔係斬立決，長痛不如短痛,"It’s not decisive, long pain is worse than short pain","{'neg': 0.481, 'neu': 0.358, 'pos': 0.161, 'compound': -0.6558}",-0.6558,-0.15
"就係咬緊牙關供到期滿""當""買個保障囉~~",It’s about clenching your teeth and buying a guarantee when it expires~~,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",0.25,0.0
保證回報都會增張架，,"Guaranteed returns will increase the shelf,","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,0.0
"即使非保證派得一半都係叫做增長,","Even if the non-guaranteed half is called growth,","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}",0.3818,-0.16666666666666666
總有一日會上返岸只係暫時天氣不似預期啫.,"One day, the return to the shore will only be temporary weather is not as expected.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05
UM...保記既紅利結構係特別.,UM...Bao Kee has a special bonus structure.,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,0.35714285714285715
不過傳統人壽離講呢....,But what about traditional life...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
真係幾需要冒險...,Really need to take risks...,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.2
似乎身同感受,Seems to feel the same,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
希望啦 養老算,"Hope, pension plan","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0.0
師兄講詳細d分享下,Brother tells in detail d share,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",0.29600000000000004,0.0
我都係受害者,I am a victim,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,-0.07500000000000001
"英式紅利玩復式,潛在回報高.但派唔足,就無意義...","The English bonus plays multiple, and the potential return is high. But if you don’t pay enough, it makes no sense...","{'neg': 0.175, 'neu': 0.676, 'pos': 0.149, 'compound': -0.1655}",-0.1655,0.032
過去有冇試過跑贏大巿,"In the past, there have been no attempts to outperform the market","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,-0.25
應該無 年增長是騙局,There should be no annual growth is a scam,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.7955}",-0.7955,0.0
咁你又唔好咁講，做唔到嗰預期啫，唔係騙局，佢又無話唔賠償。,"Well, you don’t want to talk about it anymore. It’s not as good as expected. It’s not a scam. It’s nothing to pay.","{'neg': 0.086, 'neu': 0.641, 'pos': 0.274, 'compound': 0.5086}",0.5086,0.3
無錯 小弟的確係岩岩投身左宜行 但又會關事囉,"That's right, my younger brother is indeed Yanyan devoted to Zuo Yixing, but it will matter.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.25}",0.25,0.14285714285714285
同埋我買果陣又未入行 都係講事實姐 咁關D咩事呢?,"When I bought the fruit array and didn't enter the industry, it's all about facts. What's the matter?","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0258}",0.0258,0.0
"另外, 每個人都係睇自己需要而決定買唔買","In addition, everyone decides to buy according to their own needs.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.6
如果自己認為無咁既需要 咁真係唔洗買架,"If you think you don’t need it, you don’t need to wash it.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
最後 我真心唔明白師兄為何咁有攻擊性,"In the end, I really don’t understand why Brother is aggressive","{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.2
如果你可能當初有D唔好既經歷 咁我理解既,"If you might have a good experience, I understand both","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,0.7
除了醫療意外需要買，如非董事、家庭支柱，其實不需要買人壽甚至人壽的儲蓄保險。,"Except for medical accidents, such as non-directors and family pillars, there is no need to buy life insurance or even life insurance.","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.0
"我有個朋友就是買了5年期儲保, 每年供三萬多美金, 但要是頭一年身故只賠他自己供的三萬多, 之後幾年身故都是賠自己供的金額, 五年後cut單要倒貼, 最少要17年才可拿回本金, 這完全就是不平等條約, 不是嗎?","I have a friend who bought a five-year storage deposit and provided more than 30,000 US dollars per year, but if he died in the first year, he would only pay more than 30,000 for his own death. After five years, the cut slip must be posted upside down, and it takes at least 17 years to get back the principal. This is completely an unequal treaty, isn't it?","{'neg': 0.217, 'neu': 0.758, 'pos': 0.025, 'compound': -0.951}",-0.951,0.16604938271604938
"我自己供的一份已十多年了, 每年供約五千美金, 保額是三十萬美金, 就算你第一年身故就是賠三十萬美金, 不是自己供的數字, 現時的保險就是這樣騙人的嗎?","I have provided a copy for more than ten years. I provide about 5,000 US dollars a year. The sum assured is 300,000 US dollars. Even if you die in the first year, you will lose 300,000 US dollars. It is not the number you provided. The current insurance Is that so deceiving?","{'neg': 0.178, 'neu': 0.781, 'pos': 0.041, 'compound': -0.8145}",-0.8145,0.1875
好問題,good question,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,0.7
還有那个估計紅利，永遠高估，兼且期滿日期更要100%留心，不要听AGENT片面之詞，總結儲蓄保等於垃圾,"There is also the estimated dividend, which is always overestimated, and the expiration date should be 100% careful. Don’t listen to AGENT’s one-sided words and conclude that saving is equal to garbage","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.1531}",0.1531,-0.05
千萬不要買萬通,Never buy Wantong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
想問什么？,What do you want to ask?,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,0.0
成篇都歪理,Lie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
其實關咩事，你買左20年儲蓄危疾，以儲錢二十年計回報係低,"In fact, it’s a matter of concern, you buy a critical illness for saving for 20 years, and the return is low based on 20 years of saving","{'neg': 0.22, 'neu': 0.745, 'pos': 0.034, 'compound': -0.7184}",-0.7184,0.0
呢二十年入面既消費型危疾其實無收你錢。,"In fact, you haven't charged you money for a consumer-critical illness for two decades.","{'neg': 0.166, 'neu': 0.737, 'pos': 0.098, 'compound': -0.2751}",-0.2751,0.0
保障左你20年危疾，仲有附加既住院保會減左你價，附加住院平左保又唔計？,"To protect you from a critical illness for 20 years, Zhong You added that both the hospitalization insurance will reduce your price, and the additional hospitalization will not count?","{'neg': 0.149, 'neu': 0.774, 'pos': 0.077, 'compound': -0.34}",-0.34,0.0
"呢個問題一早已經存在, 非保證, 可有可無, 可多可少, 只係你發覺得太遲","This problem has existed for a long time, non-guaranteed, optional, optional, only because you feel it is too late","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}",-0.4019,-0.11666666666666665
實際上 保記 係順境時 係唔係好分過其他公司,"In fact, it’s good to remember that when it’s in good times, it’s not a good company.","{'neg': 0.108, 'neu': 0.63, 'pos': 0.261, 'compound': 0.5258}",0.5258,0.3499999999999999
"我想問下, 保記呢隻更美好計劃內的紅利是否唔可以隨便提取架?","I would like to ask, Bao Bao, can only the bonus in the better plan be withdrawn at random?","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.836}",0.836,0.0
買多份對冲下lor,Buy multiple hedging down lor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.07777777777777779
"我記得兩三年前左右吧.當時有個保記走出離既AGENT,雖然離開左保記,仲非常沉迷紅利,你知我從來打保證.唔多信紅利.準投保人要就無計啦.就講結構...","I remember about two or three years ago. At that time, there was a bailout who walked out of AGENT. Although he left Zuo Baoji, Zhong was very addicted to the dividend. . Just talk about structure...","{'neg': 0.037, 'neu': 0.963, 'pos': 0.0, 'compound': -0.1027}",-0.1027,-0.26
"不過佢拎一大堆野出離,證明以往既輝煌咁...","However, Qu carried a lot of wild departures, which proved to be brilliant in the past...","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5859}",0.5859,0.25
"過去係真係勁過既,不過呢家野始終不保證.對於紅利既態度,間間一樣。 只係佢行既係復式,呢度潛在回報就較高。","In the past, the relationship between the real and the real has been strong, but the family has never guaranteed it. The attitude towards dividends is the same from time to time. If it's just a channel, it's a compound, so the potential return is higher.","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.2846}",0.2846,0.11904761904761905
"但如果係我賣既話,我會簡....老A或太空人年期人壽...之前我都有單CASE,搵左一陣用邊間好,本來有考慮保記BL.但保證位置實在太底....","But if you sell it to me, I will Jane... old age or astronaut life... I used to have a single case before, and I used the left side for a while, it was originally considered to keep BL. But guarantee The location is too low...","{'neg': 0.054, 'neu': 0.895, 'pos': 0.051, 'compound': -0.0387}",-0.0387,0.08071428571428571
"拿.都係個句,我個人追求保證而已,唔代表抨擊緊保記或任何公司既紅利。","Take. It’s a sentence. I personally pursue guarantees. Well, the representative criticizes Treasury or any company as a bonus.","{'neg': 0.096, 'neu': 0.558, 'pos': 0.347, 'compound': 0.6486}",0.6486,0.0
賠條毛,Indemnity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
都好，有條毛玩吓。,"All good, there is a hairy scare.","{'neg': 0.288, 'neu': 0.45, 'pos': 0.261, 'compound': -0.0772}",-0.0772,0.7
草夠100條仲可以變毛記,There are enough 100 grasses to change hair,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
住葵涌仲可以申請上巿，正到呢。,"Live in Kwai Chung Chung can apply for listing, just arrived.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13636363636363635
我好唔喜歡個間奇怪野.抽水都抽到上...香討都可以自己上啦...做咩要賣股比隻馬..,I don’t like a strange wild place. It’s all pumped up...Scents can be served on their own...you have to sell stocks more than horses.,"{'neg': 0.068, 'neu': 0.837, 'pos': 0.095, 'compound': 0.1779}",0.1779,0.18333333333333332
你投保既時候唔係先注意賠償既咩？,"When you are insured, don’t pay attention to compensation first?","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.25
"關於英式紅利, 有無人可以再講清楚D咩叫複式玩法? 我買果陣係睇佢悲觀情況果欄(假設年度化回報率比現時預期平均每年下跌約1.3%), 實際係咪會仲衰過悲觀情況","Regarding the British bonus, can anyone please explain clearly how to play the double-playing game? I bought the fruit column to look at the pessimistic situation fruit column (assuming that the annualized return rate is about 1.3% lower than the current expected average annually). Fading pessimism","{'neg': 0.126, 'neu': 0.683, 'pos': 0.191, 'compound': 0.5719}",0.5719,-0.09166666666666667
賣比你個個仲係唔係度,Sell ​​better than you,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
計劃書有一版係全細字條款 ..,There is a full version of the plan in the plan.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.35
裡面有一句 * 非保證紅利可能為零 .,There is a sentence * Non-guaranteed bonus may be zero.,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5859}",0.5859,0.0
咁你話會唔會,Yeah you will not,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.29600000000000004,0.0
"保誠除左複式結構之外,仲有樣野叫遺留遺產,但觸發條件不明.本身用意作為補償紅利不足情況.","In addition to the left double structure, Prudential has a wild style called legacy, but the trigger conditions are unknown. It is intended to compensate for the lack of dividends.","{'neg': 0.092, 'neu': 0.908, 'pos': 0.0, 'compound': -0.4497}",-0.4497,0.0
但動用過的例子不多,But there are not many examples,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.25
"所以變左象徵一樣既存在,實際幫助作用未見...","Therefore, the left symbol has the same existence, and the actual help function is not seen...","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",0.4019,0.0
"可能而家未去到要動用,又可能預留比進升用.","It may be that the home has not been used to use it, and it may be reserved for promotion.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
呢個我地無從得知,We have no way of knowing,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,0.0
"只知紅利同投連也屬於投資類,本來就唔屬風險保障類","I only know that dividends and investment companies also belong to the investment category, and they are not originally classified as risk protection.","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}",-0.2732,-0.09375
最近發覺保誠更美好計劃回報只有預期一半 點算,Recently I found that Prudential’s better plan returns only half of the expected,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.04666666666666668
可以影張單來看看嗎？,Can you take a look at it?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
點知點算呀?,Do you know?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
你選擇佢既時候應該知道會有機會有變架.,"When you choose Qu, you should know that there will be a chance to change.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.25}",0.25,0.0
當初你買離做咩?,What did you buy and do?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
可以點算..,You can count...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
唔係斬立決，長痛不如短痛,"It’s not decisive, long pain is worse than short pain","{'neg': 0.481, 'neu': 0.358, 'pos': 0.161, 'compound': -0.6558}",-0.6558,-0.15
"就係咬緊牙關供到期滿""當""買個保障囉~~",It’s about clenching your teeth and buying a guarantee when it expires~~,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",0.25,0.0
保證回報都會增張架，,"Guaranteed returns will increase the shelf,","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,0.0
"即使非保證派得一半都係叫做增長,","Even if the non-guaranteed half is called growth,","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}",0.3818,-0.16666666666666666
總有一日會上返岸只係暫時天氣不似預期啫.,"One day, the return to the shore will only be temporary weather is not as expected.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05
UM...保記既紅利結構係特別.,UM...Bao Kee has a special bonus structure.,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,0.35714285714285715
不過傳統人壽離講呢....,But what about traditional life...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
真係幾需要冒險...,Really need to take risks...,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.2
似乎身同感受,Seems to feel the same,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
希望啦 養老算,"Hope, pension plan","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0.0
師兄講詳細d分享下,Brother tells in detail d share,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",0.29600000000000004,0.0
我都係受害者,I am a victim,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,-0.07500000000000001
"英式紅利玩復式,潛在回報高.但派唔足,就無意義...","The English bonus plays multiple, and the potential return is high. But if you don’t pay enough, it makes no sense...","{'neg': 0.175, 'neu': 0.676, 'pos': 0.149, 'compound': -0.1655}",-0.1655,0.032
過去有冇試過跑贏大巿,"In the past, there have been no attempts to outperform the market","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,-0.25
應該無 年增長是騙局,There should be no annual growth is a scam,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.7955}",-0.7955,0.0
咁你又唔好咁講，做唔到嗰預期啫，唔係騙局，佢又無話唔賠償。,"Well, you don’t want to talk about it anymore. It’s not as good as expected. It’s not a scam. It’s nothing to pay.","{'neg': 0.086, 'neu': 0.641, 'pos': 0.274, 'compound': 0.5086}",0.5086,0.3
請問有無中國人壽呢個計劃嘅詳細資料嗨。,Is there any detailed information about China Life's plan?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.4
我想買。,I want to buy.,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.0772}",0.0772,0.0
樓主最好想清楚，我有好多朋友已中伏,"The landlord had better think about it, I have many friends who have fallen asleep","{'neg': 0.122, 'neu': 0.585, 'pos': 0.293, 'compound': 0.5423}",0.5423,0.5
"唔建議樓主買, 可以考慮PRU / AIA 可以幫你做個計劃書",I don’t recommend that the landlord buy it. You can consider PRU / AIA to help you make a plan.,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369,0.0
最終無買到。不過我都唔鍾意AIA個計劃，仲搵笨。我好多朋友中咗伏，初時講到有幾好回報，依家供咗成10年，入面簡直係不願至評。,"In the end, it was not available. But I don't like AIA plans, Zhong Xun stupid. A lot of my friends were upset. When I first talked about how good it was, I made a family confession for 10 years.","{'neg': 0.199, 'neu': 0.652, 'pos': 0.149, 'compound': -0.395}",-0.395,-0.012500000000000013
我買咗其他公司嘅5年產品了。,I have bought products from other companies for 5 years.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.125
所以我最終買咗另一間公司嘅產品,So I ended up buying products from another company,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
保可惜保記的，非保証長期都不達標。已有多名朋友中伏。而且保記嘅計劃我感覺很主打中國市場，所以個人不喜歡,"It’s a pity to keep in mind, and non-guaranteed will not meet the standard for a long time. There are already many friends in the middle. And I think the plan of Baoji is very focused on the Chinese market, so I don’t like it.","{'neg': 0.042, 'neu': 0.789, 'pos': 0.169, 'compound': 0.762}",0.762,0.07857142857142857
