review,Eng,label,vader_score,vader_compound,textblob_score
"警告從一個鑽石會員  我指望的成員和我是一個這麼這麼多年球的鑽石會員。   兩年前我開始覺得cx已更改。 我覺得現在是一個非常吝嗇的航空公司。 即使是對於一個鑽石。   飛機都是舊的,食物很便宜,酒也很差,而且當我嘗試使用我的飛行里程積分升級我的位子。 我像被當成一個乞丐。  幾年前當我想升級我的第一類業務。 我只需要給不超過兩週才獲得了一個座位。 現在只需6個月或更長時間。  我打電話給客戶服務中心輕鬆步行球向他們反映我們擔心的惡化的整體服務。 我有幾個有意思的回答了我的問題包括： Cx是不指望polo所以他們根本不在乎（還不錯但是我覺得我的vip cx.","WARNING FROM A DIAMOND MEMBER The member I counted on and I am a diamond member with so many years of ball. Two years ago I started to feel that cx has changed. I think it is a very stingy airline now. Even for a diamond. The planes are old, the food is cheap, and the wine is poor, and when I try to use my mileage credit to upgrade my seat. I feel like being a beggar. A few years ago when I wanted to upgrade my first business. I only need to give no more than two weeks to get a seat. Now it only takes 6 months or more. I called the customer service center and easily walked the ball to reflect the worsening overall service we were worried about. I have a few interesting answers to my questions including: Cx doesn't expect polo so they don't care at all (not bad but I think my vip cx.",0,"{'neg': 0.075, 'neu': 0.819, 'pos': 0.107, 'compound': 0.6939}",0.6939,0.12254901960784312
"購買旅遊紀念品和便宜  很棒的市場去。 在啓動時要打開午飯後和所有你想要的紀念品有便宜的香港。 又買了一個永遠不會停止在第一檔... 有幾個攤位的同類產品便宜所以總是水域和測試。 不要期望你能買到質量很好的產品,還有一個原因爲什麼它叫市場。","Buy tourist souvenirs and cheap great markets to go. At startup you have to open after lunch and all the souvenirs you want have cheap Hong Kong. I bought another one that will never stop in the first gear... There are several stalls of similar products that are cheap so always waters and tested. Don't expect you to buy products of good quality, there is another reason why it is called the market.",1,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.8477}",0.8477,0.3277777777777778
"航班準時, 服務滿分  乘左紅眼班機前往成田, 選乘商務艙以便好好睡一覺. 本班機用的是B777300, 坐椅不可平卧, 商務艙滿坐, 服務人員有禮.   餐飲方面, 只要了芝士拼盤, 蒜蓉包等, 一貫好味道.  機上遠遠見到富士山, 開心! 航班準時, 行李等了5分鐘, 很滿意!","The flight is on time, and the service is full. Take the left red-eye flight to Narita. Choose Business Class for a good night's sleep. This flight uses B777300. The seats cannot be laid flat. The business class is full. The service staff is courteous. Cheese platter, garlic bag, etc., always good taste. I saw Mt. Fuji from afar, happy! The flight was on time, the luggage was waiting for 5 minutes, very satisfied!",1,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.9475}",0.9475,0.4986111111111111
繁忙的明亮  就是另一個市場賣的東西都是一樣的但是有一個漂亮的在這裏吃飯。 我們知道它的它的海鮮。,Busy and bright is that the other market sells the same things but there is a beautiful meal here. We know its seafood.,0,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8074}",0.8074,0.305
"不想離開  看了那麼多很棒的評論的時候我總是很謹慎  我不想我的期待太多但在這裏我添加到列表'棒'！ 這真是一個天堂的一週！  我們帶着兩個兒子（9 6&）&他們有最好的時間,從法國西餐廳的獨立性的愉悅感的可以點他們的冰激凌在酒吧！  這裏的工作人員,無一例外的都很棒  友好&高效！ 不過要注意食物很好你的衣服可能是一個小的更緊密！  特別要提到的是一個噁心的廚房從安納亞,他挑選新鮮的香草香草花園在酒店的晚餐&很感興趣他的作業&食材他到了我工作的合作伙伴使用&餐廳餐飲是由這個年輕人留下很無語！   這是一個多麼美妙的一週,我是真的捨不得回家了！","I don’t want to leave. I’m always very cautious when I read so many great reviews. I don’t want my expectations too much, but here I add it to the list'Awesome'! This is really a week of paradise! We took our two sons (9 6&) & they had the best time, the independence and pleasure from the French restaurant can order their ice cream at the bar! The staff here, without exception, are great. Friendly & efficient! But beware that the food is good and your clothes may be a little tighter! Special mention is a disgusting kitchen from Anaya, he picked fresh herbs in the garden for dinner at the hotel & was very interested in his homework & ingredients he went to my working partner to use & the restaurant catering was by this young man Very speechless! What a wonderful week this is, I really can't bear to go home!",1,"{'neg': 0.058, 'neu': 0.689, 'pos': 0.252, 'compound': 0.9914}",0.9914,0.3633258928571429
奶瓶消毒机如果带烘干功能就更好了。,The bottle sterilizer is better if it has a drying function.,0,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,0.5
"服務跟硬體是強項,機上餐點稍弱.  香港本部的貴賓室多樣化且非常舒適,有各種香檳以及洗澡空間,近年來大幅重新改裝,營造出休閒舒適的休息環境,機上餐食就稍嫌不足,需要加強.","Service and hardware are strengths, and in-flight meals are slightly weaker. The VIP room in Hong Kong headquarters is diverse and very comfortable, with a variety of champagne and bathing spaces. In recent years, it has been substantially remodeled to create a relaxing and comfortable rest environment. It is slightly insufficient and needs to be strengthened.",1,"{'neg': 0.035, 'neu': 0.639, 'pos': 0.325, 'compound': 0.9653}",0.9653,0.11733333333333335
不值得一遊  這裏有個很小只有一些衣服和什麼有任何真正的興趣。 用自己的時間去做其他的事情。,Not worth a visit here is a small one with only some clothes and what has any real interest. Use your time to do other things.,0,"{'neg': 0.058, 'neu': 0.837, 'pos': 0.105, 'compound': 0.3257}",0.3257,-0.065
"一流的很傷心  我決定乘坐頭等艙過節國泰... 我通常都會即時與它們有業務關係... 我的建議是,不要有一流的,這真的是沒什麼特別的... 我收到了同樣的待遇基本上與業務類的睡衣和一雙！ 休息室本身很無聊,它擁有一個5星級的餐廳但是很小... 沒有接回家,沒有護送我到休息室,護理我收到其他航空公司飛行業務類... 如果你想坐飛機國泰,堅持與業務類,第一類而不是嘗試在新加坡航空公司！ 它只是不值得我所付的錢。","The first class is very sad. I decided to take the first class for the Cathay Festival... I usually have business relations with them immediately... My advice is, don’t have first class, this is really nothing special... I received The same treatment is basically the same as the business class pajamas and a pair! The lounge itself is boring, it has a 5 star restaurant but it's small... No pick up home, no escort me to the lounge, care I received other airline flight business class... If you want to fly Cathay Pacific, stick with the business category, the first category instead of trying Singapore Airlines! It's just not worth the money I paid.",1,"{'neg': 0.109, 'neu': 0.829, 'pos': 0.062, 'compound': -0.6056}",-0.6056,-0.000357142857142854
應有盡有的商場  臨近聖誕 又是時候來這邊看裝飾 今年的裝飾我本人覺得略嫌乏味 海港城都已經很夠逛 商場還與其他的商場有接駁 所以真的可以逛一整天呢   最喜歡LCX裡面的宮崎俊小店 裡面賣的都是原裝的小品 真的有夠可愛的呢,"All the shopping malls are near Christmas. It’s time to come here to see the decoration. This year’s decoration, I think it’s a bit boring. Harbour City is already enough to visit the mall. It is also connected to other malls, so I can really shop all day. Favorite LCX The Miyazaki shop inside is selling original pieces. It’s really cute.",1,"{'neg': 0.034, 'neu': 0.84, 'pos': 0.127, 'compound': 0.7425}",0.7425,0.06875
有哈根達斯的冰激凌  飛機還算新，空姐也還可以，但是港式的那種服務大家都懂飛機餐亮點就是哈根達斯冰激凌了吧其他的，好像也沒什麼了,"There are ice creams from Haagen-Dazs. The plane is fairly new, and the flight attendants are OK, but the Hong Kong-style service. Everyone knows that the highlight of the aircraft meal is Haagen-Dazs ice cream. Others, it seems to be nothing",1,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4767}",0.4767,0.3181818181818182
"東西不錯價格合理   * ）工作站上轉至旺角（旺角東不）, 使 E2退出並詢問方向, 很失望。 在您退出時接地級別轉發需步行半塊則處於中間位置的女人街運行的是從左側和右側都是客戶的堅強在其中。  * ）一般來說一切都就緒與中午準備自助晚餐有些供應商。 女人街市場的營業時間是一年中每一天的第一天之外的中國新年的。 這將真正來臨後黑在晚上。  * ）它的東西幾乎相同的第三個商店的每一銷售。  * ）成本將您的手提包150到250 HKD 圍繞, 這只是我的理解。 我不得購買, 剛買了一個手袋180 HKD 使用剪切工作值得。  * ）捕獲到我的注意哪些主要是手提包, 離合器,","Things are good and the price is reasonable *) Transferred to Mong Kok on the workstation (Mong Kok East is not), made E2 exit and asked for directions, very disappointed. When you log out, the ground level forwarding needs to be half a block away, but the woman’s street in the middle is running from the left and right sides of the customer’s strength. *) Generally speaking, everything is ready and some vendors prepare dinner buffet at noon. The business hours of Ladies Market are Chinese New Year except the first day of every day of the year. This will really come after dark at night. *) It sells almost the same thing in every third store. *) The cost will be around 150 to 250 HKD for your handbag, this is just my understanding. I can't buy it, I just bought a handbag for 180 HKD It's worth using the cutting job. *) caught my attention which is mainly handbag, clutch,",1,"{'neg': 0.033, 'neu': 0.849, 'pos': 0.117, 'compound': 0.9162}",0.9162,0.07696158008658008
Check-out 時詢問前臺人員幫助、態度冷淡,Ask the front desk staff for help and a cold attitude during Check-out,0,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.4019,-0.6
這次坐國泰真的是充滿期待是因為國泰給我印象一向都不差，可惜這次因為颱風關系而搞到我很不滿；原因是安排完全不好，而且訂好後補又不給我坐而且反而要我坐3天後的航班，我真的不知道訂票員工是如何搞。餐食真的很爛就是一個不知什麼的燒餅配餅干以及雀巢檬茶，我真的很傻眼！空服員的態度只是一般而且沒有及時協助他人，但我常常見到他們在聊天。,"Sitting on Cathay Pacific this time is really full of expectations because Cathay Pacific has always impressed me, but unfortunately this time I got very dissatisfied because of the typhoon; the reason is that the arrangement is not good at all, and the supplement is not sitting for me and instead If I want to take a flight after 3 days, I really don't know how the booking staff is engaged. The food is really bad. It's an unknown biscuit with biscuits and Nestle lemon tea. I'm really dumbfounded! The flight attendant's attitude is just average and does not assist others in time, but I often see them chatting.",0,"{'neg': 0.152, 'neu': 0.793, 'pos': 0.055, 'compound': -0.9362}",-0.9362,0.03636363636363638
十分驚喜的服務  今次旅程係出發既當日得知回港當日可能懸掛8號風球，在尾得兩天仍未覺定會否受颱風影響而非常擔心。一來擔心影響工作，二來又擔心航班取消，更改航班會非常麻煩。  登機前48小時收到國泰航空的提示電郵，因估計航班可能受颱風影響，而可自行更換航班，並且不用收取任何費用，而且有很多資訊更新，這是讓我感覺驚喜的表現,"Very pleasant service. This trip started on the day when I learned that the No. 8 typhoon might be hoisted on the day of returning to Hong Kong. I was still very worried about whether it would be affected by the typhoon in the last two days. One is worried about the impact on the work, and the other is worried about the flight cancellation. Changing the flight will be very troublesome. I received a reminder email from Cathay Pacific 48 hours before boarding, because it is estimated that the flight may be affected by the typhoon, and I can change the flight on my own without any charge, and there are many information updates, which is a surprise to me",1,"{'neg': 0.103, 'neu': 0.854, 'pos': 0.043, 'compound': -0.7178}",-0.7178,0.3326190476190476
員工服務態度差，酒店政策嚴重有問題，房間很小,"Staff service attitude is poor, hotel policy is serious and the room is small",0,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5267}",-0.5267,-0.3277777777777778
"一小片天堂！  我們在這裏住了一個非常放鬆的一個禮拜,沒有花我們很長的時間去享受被寵愛的感覺,離開工作的壓力遠遠甩在了身後。  我們受到了酒店所有的複雜的被員工的一個微笑和愉快的問候。  一塵不染的房間,可愛的花園,這裏的食物是一流的。 我們嘗試了所有的四個酒店裏的餐廳,以及自助餐廳和外出就餐選擇。  口味是一個非常高檔的自助餐廳,而且我們真的很喜歡這裏的娛樂活動（歌手和鍵盤手）一天晚上。 普羅旺斯（法國）,提供美味的早餐和午餐（很棒的沙拉！ ）,和我們在那裏吃的晚餐是一流的。  有一家希臘餐廳,喝點酒,也很好,還有友好和高效的服務。  意大利餐廳,福斯科,也很可愛,有很棒的服務,包括服務員從葡萄酒的選擇上非常有幫助的建議。  利於我們可能是安納亞,亞洲餐廳,這是一個頂級的提供一頓美妙的口味和出色的服務。  我們出去吃的飯在村莊的Mouragio, 並得到了優質的服務。 我們選擇了一個很棒的老闆以共享不同種類的開胃菜,和這裏的氛圍和食物品質都是最令人愉快的（雖然分量很大！ ）  我建議你提前預訂了所有這些食品。 我們預訂了我們的第一次吃三頓飯我們飛往希臘,而且我們很高興我們是這樣做的。  溫泉的員工也值得一提,禮貌和很棒的服務,這就是合租的海灘,她們真的很有效率,甚至我們的太陽鏡清潔！  別的詞彙來形容和讚美.... 這是一個一流的全包式酒店..... 強烈推薦！","A little piece of heaven! We stayed here for a very relaxing week, without spending us a long time to enjoy being pampered, and the pressure to leave work was far behind. We received a smile and a pleasant greeting from all the complex hotel staff. Spotless rooms, lovely garden, and the food here is superb. We tried all four restaurants in the hotel, as well as buffet restaurants and dining out options. Taste is a very upscale cafeteria, and we really like the entertainment (singer and keyboard player) here one night. Provence (France), offering delicious breakfast and lunch (great salad! ), and the dinner we had there was superb. There is a Greek restaurant with some wine, which is also very good, as well as friendly and efficient service. The Italian restaurant, Fosco, is also cute and has great service, including the waiter's very helpful suggestions on wine selection. Conducive to us may be Anaya, an Asian restaurant, which is a top-notch offering a wonderful taste and excellent service. We went out to eat in the village of Mouragio, and received excellent service. We chose a great owner to share different kinds of appetizers, and the atmosphere and food quality here are the most pleasant (although the portion is huge!) I suggest you book all of these foods in advance. We booked our first three meals and we flew to Greece, and we were very happy that we did. The staff of the spa is also worth mentioning, courtesy and great service, this is the shared rental beach, they are really efficient, even our sunglasses are clean! Other words to describe and praise... This is a first-class all-inclusive hotel..... highly recommended!",1,"{'neg': 0.009, 'neu': 0.666, 'pos': 0.325, 'compound': 0.9988}",0.9988,0.4402591463414634
MARC POLO CLUB SUCKS  拿著馬可波羅綠卡，在值機櫃台遭到羞辱。說你為什麼在這裡排隊，這裏只針對商務艙。我解釋了我是馬可波羅會員，然後被羞辱了級別不夠，這裏只供藍卡以上（類似銀卡金卡）以上級別。我解釋了，任何馬可波羅會員都可以在這裡辦理的，我在香港沙巴桂林 任何機場都沒有問題，現在除了傲慢的德國機場客服。,"MARC POLO CLUB SUCKS holding Marco Polo green card was humiliated at the check-in counter. Say why you line up here, this is only for business class. I explained that I am a member of Marco Polo, and then I was humiliated. The level is not enough, here only for the blue card and above (similar to silver card and gold card) and above. I explained that any Marco Polo member can handle it here. I have no problem at any airport in Guilin, Sabah, Hong Kong, except for the arrogant German airport customer service.",0,"{'neg': 0.109, 'neu': 0.87, 'pos': 0.022, 'compound': -0.8391}",-0.8391,-0.05
免費升等商務昌  因為座位滿，所以免費升等商務艙，服務人員態度很好，位子也很大，調整椅背不會影響到後方乘客，餐點也不錯吃 機上的影視內容可以在更新快一點,"Free upgrade to Business Changer. Because the seats are full, you can upgrade to Business Class for free. The service staff has a good attitude and a large seat. Adjusting the back of the seat will not affect the rear passengers. Meals are also good. faster",1,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.9081}",0.9081,0.3948979591836735
看維港景色的新地標  海港城商場的海運大廈底的本來是商場一部份，坐擁無敵景觀，卻沒有好好發揮。之前會到三樓LCX底的星巴克，點一杯咖啡，享受美景。 最近到訪，發現商場重新規劃了，將海運大廈最底部全改成景觀餐廳。 頂樓的露天廣場可以看到九龍和港島的美麗景色。 雖然到訪當天氣候不佳，但是景色依舊非常迷人。 香港的地產商在產品的規劃真的是非常厲害👍,"New landmark with views of Victoria Harbour At the bottom of the Maritime Tower in the Harbour City Mall was originally a part of the mall, sitting on an invincible landscape, but did not give full play to it. Before going to the Starbucks at the bottom of the LCX on the third floor, order a cup of coffee and enjoy the view. Recently visited, I found that the shopping mall was re-planned, and the bottom of the Maritime Building was completely converted into a landscape restaurant. The open-air plaza on the top floor offers beautiful views of Kowloon and Hong Kong Island. Although the weather was not good on the day of the visit, the scenery was still very charming. Real estate developers in Hong Kong are really good at product planning 👍",1,"{'neg': 0.036, 'neu': 0.804, 'pos': 0.16, 'compound': 0.9655}",0.9655,0.3050974025974026
房內燈光操作困難。,The lighting in the room is difficult to operate,0,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",-0.3612,-0.5
服務相當差勁，也沒該有的服務形象在飛行超過9個多小時的航線裡，除了兩次供餐時段主動給予飲料及水外，其餘都不會主動供應Munu上寫可在非供餐時段，可供應若提出需求的快速杯麵，在弟一次供餐前就跟多位空服員提出要吃杯麵卻說沒有了，明顯歧視坐經濟艙的乘客（或因我是台灣人？！）女空服員站在非理餐區的走道，大啖啖地近靠乘客站著吃冰淇淋還邊其他機組空服員聊天，實在形象糟透了！,"The service is quite poor, and there is no service image. In the flight route of more than 9 hours, except for the two meals during the initiative to give drinks and water, the rest will not actively provide Munu. It can provide quick cup noodles if there is a demand. Before my brother served a meal, he asked many flight attendants to eat cup noodles but said it was gone. It clearly discriminated passengers in economy class (or because I am a Taiwanese?!) The female flight attendant stood in the aisle of the non-catering area, and slammed close to the passenger to eat ice cream while chatting with other crew flight attendants. It was a terrible image!",0,"{'neg': 0.089, 'neu': 0.883, 'pos': 0.028, 'compound': -0.6919}",-0.6919,0.02
"快樂回程  今次48小時前, 終於有好多位提供check in, 可以同個friend一齊坐. 中午機, 我們都好早到機場, 攪好手續, 台灣counter 都不錯, 一上機, 一個輕便午餐, 這次比原定時間早了45分鐘, 真係值得一讚! 可惜, 等行李等了一小時. 真係無奈! 會再選CX嗎? 會, 始終香港人航空, 同聲同氣!","Happy return trip 48 hours before this time, finally there are a lot of people who provide check in and can sit together with a friend. At noon, we all arrive at the airport early and stir up the procedures. The counter in Taiwan is good. Once on the plane, a light lunch, This time is 45 minutes earlier than the original time, the department is really worthy of praise! Unfortunately, waiting for luggage for an hour. Really helpless! Will you choose CX again? Yes, always Hong Kong Airlines, the same voice!",1,"{'neg': 0.051, 'neu': 0.745, 'pos': 0.204, 'compound': 0.952}",0.9520000000000001,0.23106060606060605
"超越繼選擇！   沒錯！ 我不得不再一次一天,就是爲了讓我備兌都要看看是否有什麼新！ 我第一次來這裏的時候我的朋友,我們看到了一些很不錯的東西。 不僅有很多漂亮的運動鞋去退房的,還有一些很不錯的街邊小吃也！ 這樣一個地方是另一家韓國的小吃就是街snacker”聯合從那裏往下走。 及是的！ 還有一大堆的耐克,阿迪達斯,新的平衡,美洲獅,銳步和更多退房！ 從價格合理的一度到一些很貴的,他們這裏什麼都有！ 如果你喜歡運動鞋！ 一定要試試這個地方！ 哦和穿一雙好鞋步行！","Go beyond the choice! That's right! I had to do it again one day, just to get me to check whether there is anything new! The first time I came here, my friend, we saw something very nice. Not only are there many beautiful sneakers to check out, but also some very good street food! Such a place is another Korean snack that is a street snacker ""Union walks down from there. And yes! There are a whole lot of Nike, Adidas, New Balance, Cougar, Reebok and more check out! From the price Once reasonable, some expensive, they have everything here! If you like sneakers! Be sure to try this place! Oh and walk with a good pair of shoes!",1,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.9768}",0.9768,0.32901568203038795
"很有趣,但是會有更好的  這裏混合有很多攤位。有算命的,有食品大排檔,妓女,拼寫錯誤的T恤,大多數都在重複自己。 如果你在香港旺角,而且有一晚的時間,來這個市場掃一下還挺值的。 還有類似於斯坦利那樣的比較好的市場,不過取決於你的追求。","It's fun, but there will be better ones. There are many stalls here. There are fortune tellers, food stalls, prostitutes, misspelled T-shirts, and most of them repeat themselves. If you are in Mong Kok, Hong Kong, and have a night, it is worthwhile to visit this market. There is a better market like Stanley, but it depends on your pursuit.",0,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.9451}",0.9451,0.4666666666666666
價格高,High price,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.16
暫時沒有,Not yet,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"在各方面都很出色  我們帶着我們的孩子去ikos olivia 2我們很幸運的被升級到了豪華這是非常特別的。 我們去過世界各地的高級度假村周圍的各個地方也住過但是從來沒有體驗過這樣好的地方。 標準的設施都非常的出色。 員工總是很熱情的幫助,這是特別指出有一些殘疾的客人來這家酒店。 女僕服務和客房服務都是不會錯的,而且接待處的工作人員和酒吧員工很優秀。 演示文稿的質量和提供的食物的自助餐和點菜的餐廳是我們吃過的最好的。 每個人都會竭盡全力讓你的假期難忘,我們希望明年再來。","Excellent in every way. We took our children to ikos olivia 2. We were lucky to be upgraded to luxury. This is very special. We've been to various places around high-end resorts around the world but have never experienced such a good place. Standard facilities are excellent. The staff are always very helpful and it is especially pointed out that guests with some disabilities come to this hotel. The maid service and room service are not wrong, and the reception staff and bar staff are excellent. The quality of the presentation and the food buffet and a la carte restaurants are the best we have ever had. Everyone will do their best to make your holiday memorable, and we hope to come again next year.",1,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9938}",0.9938,0.4145658263305322
"糟糕的服務  最近我去香港國泰航空cx 105我們訂了豪華經濟艙座位和預期的一些服務。 這架飛機是一個330巴士裏,這裏的服務真是差極了船上的工作人員不是很樂於助人的態度在所有的一切都很讓人失望的是很麻煩的。  第一類和商業都很充足但其餘的四人機票飛機參加條樣的背面的平面。 他們提供給我們先但是等了有1 12小時到托盤清除和你所需要的東西在這段時間內沒有服務  我是如此失望過的飛機和服務將會是一個很長的時間直到我預訂的這家公司  在辦理入住手續的服務都很友好和樂於助人和行李委託表很快很有效率。  他們真的需要看看在空氣中的服務。","Terrible service Recently I went to Hong Kong Cathay Pacific cx 105 and we booked a premium economy class seat and expected services. This plane is a 330 bus, the service here is really poor, the staff on board is not very helpful and the attitude is disappointing at all, it is very troublesome. Both the first category and the business are adequate but the remaining four-person ticket planes participate in the flat back plane. They provided us first but waited for 12 hours until the tray was cleared and what you need was not served during this time I was so disappointed that the aircraft and service will be a long time until I booked this The company's check-in service is very friendly and helpful and the baggage order form is very efficient very quickly. They really need to look at the services in the air.",0,"{'neg': 0.095, 'neu': 0.81, 'pos': 0.095, 'compound': 0.2779}",0.2779,-0.03726851851851852
人品爆發！！！  感謝國泰航空的服務，當時持著信用卡贈送的國泰綠卡登機～專員告知跟太太兩人升等商務艙太令人吃驚了！！還有貴賓室真的一流不得不說是一個好的航空公司～～,"The character broke out! ! ! Thanks to Cathay Pacific’s service, the Cathay Green Card presented with a credit card at the time ~ The Commissioner informed that it was amazing to upgrade to Business Class with the wife! ! And the VIP room is really first-class. I have to say that it is a good airline.",1,"{'neg': 0.039, 'neu': 0.716, 'pos': 0.244, 'compound': 0.9393}",0.9393,0.3675000000000001
離海港城有遠一些,Farther away from Harbour City,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"千萬不要錯過這裏,甚至如果你之前來過  我去過幾次這些市場很樂意再來。 氛圍非常充分的能源。 如果你不會騷擾你不太久在某一特定的立場和即使你搞一些價格討價還價,他們都很友好呢。 在該地區的一些很棒的餐館,所以不要害怕停下來買點吃的。","Don't miss it, even if you have been here before, I have been to these markets a few times and would be happy to come back. The atmosphere is very full of energy. If you will not harass you for a long time at a particular position and even if you engage in some price bargaining, they are very friendly. There are some great restaurants in the area, so don't be afraid to stop and buy some food.",1,"{'neg': 0.024, 'neu': 0.758, 'pos': 0.218, 'compound': 0.9511}",0.9511,0.2065740740740741
園區不大，但香港迪士尼也不過才十年，卻有許多設備已經斑駁，服務態度也不好，如果不是去過日本迪士尼樂園，我真不曉得為何要瘋這個刺激度不高的娛樂場所，價格也比上海、東京還要貴！建議第一次到亞洲迪士尼的旅客，強烈建議先去東京迪士尼，頂級的服務，維護非常完善的園區，便宜的門票，香港絕不推薦！,"The park is not big, but Hong Kong Disneyland is only ten years old, but many devices have been mottled, and the service attitude is not good. If I haven’t been to Disneyland Japan, I really don’t know why I’m crazy about this less exciting entertainment place. The price is also more expensive than Shanghai and Tokyo! It is recommended that passengers going to Disneyland Asia for the first time, it is strongly recommended to go to Tokyo Disneyland first, top service, very well-maintained park, cheap tickets, Hong Kong is never recommended!",0,"{'neg': 0.075, 'neu': 0.768, 'pos': 0.157, 'compound': 0.8351}",0.8351,0.11064814814814812
我們住了三晚，不知道為何我們住的房間每天早上都有敲打聲敲醒了我們.......我們不想那麼早起床呀！！！,"We stayed for three nights, and I don’t know why the room we stayed in had a knocking sound every morning to wake us up... We don’t want to get up so early! ! !",0,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.2905}",0.2905,0.29765625
"非常深刻的印象。 強烈推薦。  因工作旅行在這裏住只待幾天。 我第一次來香港,所以不是很確定住在哪裡，但是想要嘗試一下，因為它是一個新的酒店在香港。  這裏的獨特的設計是相當明顯的，當你進入大堂。 這裏非常賞心悅目。 這裏的房間都設計得很好，很舒服。 這裡有很多很有創意的元素的設計，我還沒有找到很多豪華的城市酒店。 這裏的設施都是一流的，精心設計的，正是你所想要的一切。  這裏的食物很出色。 通常酒店的食物，即使是在高端的城市酒店（除非用一個在房子的名人餐廳——總是很一般。 但我給我留下非常深刻的印象，質量和擺盤甚至是客房服務的餐點。 這裏的早餐是半自助式的——也很出色。 我通常跳過自助早餐，當我住這裡是為了工作，但是讓我覺得這裏的每一天的時間在這裏。  有一個小小的溝通有點困難，有一些客房部的工作人員，但並不影響我的體驗。  此外，要注意這裏的個性化但又非侵擾和周到的服務，他是 GRO Phyllis 張絕對是一大優勢在 GR 團隊。  一定會再來住的，強烈推薦給每一個人，不管你是出差還是度假。","Very impressed. highly recommended. Staying here only a few days because of work travel. I am in Hong Kong for the first time, so I am not sure where to stay, but want to try it because it is a new hotel in Hong Kong. The unique design here is quite obvious when you enter the lobby. It is very pleasing here. The rooms here are very well designed and very comfortable. There are many creative elements in the design, I have not found many luxury city hotels. The facilities here are first-rate and well-designed, just what you want. The food here is excellent. Usually hotel food, even in high-end city hotels (unless you use a celebrity restaurant in the house-it's always average. But I was very impressed by the quality, presentation and even room service meals The breakfast here is semi-buffet style-also excellent. I usually skip the breakfast buffet when I live here to work, but it makes me think that every day here is here. There is a little bit of communication Difficult, there are some housekeeping staff, but it does not affect my experience. In addition, pay attention to the personalized but non-intrusive and attentive service here, he is GRO Phyllis Zhang is definitely a big advantage in the GR team. Certainly Will stay again and highly recommend it to everyone, whether you are on a business trip or vacation.",1,"{'neg': 0.023, 'neu': 0.785, 'pos': 0.192, 'compound': 0.9932}",0.9932,0.2308754638218924
向酒店借充电线借了3天竟然都借不了，还没有充电宝提供！,I can’t borrow a charging cable from the hotel for 3 days. I haven’t provided a charging treasure yet!,0,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3595}",0.3595,0.0
深夜走廊还有经过啲人发出的噪声,Late night corridor also has noise from passing people,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.3
沒有，由LOBBY的接待處至房間也沒有挑剔,"No, from LOBBY's reception to the room",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"哇！   在這家很棒的酒店住了一個星期。 我找不出它的現代。 房間哇！ 迷你酒吧24小時服務, 晚上開夜牀。 我們去了所有的餐廳都是可愛的他們, 很棒的選擇 expetional 服務的所有員工在每個從他們自己的方式來幫助愉悅我們總是帶着微笑服務。 肯定會推薦這裏的假期和幾乎肯定會再來。 我想我們還會買一些小想法的人都有毛病的, 帶相機在浴室的瓷磚或找一個餐廳找頭發的湯 哈哈 如果你是一個鬱悶的人根本就沒有達到您的嚴格標準不要想着來到 IKOS 你會感到很失望因爲你不可能找不到任何缺點！","Wow! Stayed in this great hotel for a week. I can't find its modern. Room wow! The mini bar is available 24 hours a day, and turns down at night. We went to all the restaurants that are lovely for them, great choice of expetional service for all employees in every way from their own way to help delight us always serve with a smile. Will definitely recommend the holiday here and will almost certainly come again. I think we will buy some small ideas for people who have problems. Take the camera in the bathroom tiles or find a restaurant to find hair soup. Haha. If you are a depressed person, you don’t even meet your strict standards. Don’t think about it. When you come to IKOS, you will be very disappointed because you cannot find any shortcomings!",1,"{'neg': 0.053, 'neu': 0.7, 'pos': 0.247, 'compound': 0.9872}",0.9872,0.19058201058201055
